FlightID,Date,Route,Airline,AircraftType,FlightDuration,DepartureTime,Passengers,WeatherCondition,FlightClass,TicketType,DestinationRegion,LoyaltyProgram,MaintenanceIssues,CrewSatisfaction,CustomerSatisfaction,Weekday,PeakSeason,DelayMinutes,OnTimeArrival,FuelCost
FLT02935,2022-08-09,Mexico City to Lima,Sunshine Air,Boeing 777,837,0,42.0,Rain,Business,Non-refundable,Regional,0,4,9.33836941276831,6.2281751885714005,Tuesday,0,2,Yes,2541.32
FLT02936,2022-06-03,Singapore to Bangkok,Global Wings,Boeing 737,407,15,176.4,Rain,Economy,Refundable,Regional,0,2,9.29596945630087,4.352984700980363,Friday,0,27,No,1475.83
FLT02937,2023-10-27,Toronto to Vancouver,Sunshine Air,Boeing 737,88,18,73.2,Rain,Economy,Refundable,Regional,0,0,9.66838124085219,9.704806316699443,Friday,0,0,Yes,716.26
FLT02938,2022-01-12,Toronto to Vancouver,SkyTrack Airways,Boeing 787,94,20,75.0,Fog,Business,Non-refundable,Domestic,1,2,8.735350363313012,6.689707485150008,Wednesday,0,26,No,825.66
FLT02939,2022-05-13,Mexico City to Lima,SkyTrack Airways,Boeing 737,577,21,141.0,Clear,Economy,Refundable,Regional,1,3,5.693706587772327,,Friday,0,66,No,2064.47
FLT02940,2024-09-20,Mumbai to Dubai,Global Wings,Boeing 787,455,8,76.2,Snow,Business,Non-refundable,Regional,1,1,7.503252623822022,5.6980313526214195,Friday,0,36,No,1654.99
FLT02941,2022-10-31,Mexico City to Lima,Sunshine Air,Boeing 777,682,8,68.39999999999999,Snow,Business,Refundable,Regional,0,4,8.132142515105423,6.982120814011603,Monday,0,5,Yes,2334.79
FLT02942,2022-10-20,Mumbai to Dubai,Sunshine Air,Airbus A320,353,8,234.6,Fog,Economy,Non-refundable,Domestic,1,4,9.083104698879197,2.568295191903637,Thursday,0,30,No,1465.53
FLT02943,2024-09-01,San Francisco to Tokyo,Sunshine Air,Airbus A320,648,16,203.4,Clear,Economy,Refundable,International,0,3,6.6369521507571445,7.255756597651422,Sunday,0,28,No,2111.45
FLT02944,2022-10-27,Mumbai to Dubai,Sunshine Air,Airbus A380,408,11,63.0,Snow,Economy,Non-refundable,Regional,0,3,8.07366775164578,4.859217941962363,Thursday,0,26,No,1666.6
FLT02945,2024-01-10,San Francisco to Tokyo,BlueJet Airlines,Boeing 777,206,12,228.0,Rain,Economy,Non-refundable,Regional,1,3,6.788403211781351,5.572061781421651,Wednesday,0,31,No,1021.7
FLT02946,2024-02-22,San Francisco to Tokyo,BlueJet Airlines,Airbus A380,126,7,184.79999999999998,Clear,Business,Non-refundable,Regional,0,0,8.046881742797916,8.875394512530974,Thursday,0,47,No,839.77
FLT02947,2022-02-12,Mexico City to Lima,Sunshine Air,Airbus A380,579,15,143.4,Clear,Business,Refundable,Domestic,0,1,8.336766464534541,5.783682096663324,Saturday,0,52,No,1850.7
FLT02948,2024-08-01,Singapore to Bangkok,BlueJet Airlines,Airbus A320,181,17,33.0,Snow,Business,Refundable,Domestic,0,0,8.525877635914894,9.572053305643196,Thursday,0,20,No,988.5
FLT02949,2022-12-09,Mexico City to Lima,Sunshine Air,Airbus A320,399,0,33.0,Rain,Business,Refundable,Domestic,0,3,9.383755423061878,8.576155578965771,Friday,1,0,Yes,1539.69
FLT02950,2022-11-22,Berlin to Madrid,Global Wings,Boeing 787,234,0,144.0,Fog,First,Non-refundable,Regional,0,1,8.38248889319564,9.473244309997732,Tuesday,0,22,No,1171.62
FLT02951,2024-03-24,San Francisco to Tokyo,Global Wings,Boeing 737,750,11,118.19999999999999,Fog,Economy,Refundable,International,1,3,7.2695173314246295,7.561865287461819,Sunday,0,15,Yes,2352.48
FLT02952,2023-05-13,Mexico City to Lima,SkyTrack Airways,Airbus A320,656,5,184.2,Snow,Economy,Refundable,International,0,1,7.427990555507125,4.781990422788656,Saturday,0,36,No,2067.22
FLT02953,2022-12-30,Berlin to Madrid,Global Wings,Boeing 777,510,8,160.2,Snow,First,Non-refundable,International,0,4,9.870606448591765,5.731912418929907,Friday,1,0,Yes,1815.93
FLT02954,2024-06-09,Mexico City to Lima,Sunshine Air,Boeing 777,616,22,83.39999999999999,Clear,Business,Non-refundable,Regional,1,0,7.16452473833402,6.658253674236538,Sunday,0,35,No,2113.95
FLT02955,2023-03-03,Singapore to Bangkok,Global Wings,Boeing 787,195,4,216.6,Snow,First,Non-refundable,Domestic,1,3,6.72858715279005,9.12923753139431,Friday,0,23,No,953.76
FLT02956,2022-01-21,Chicago to Los Angeles,BlueJet Airlines,Boeing 737,75,15,35.4,Snow,Economy,Non-refundable,Domestic,0,3,8.154489924686658,5.303777519860743,Friday,0,0,Yes,603.46
FLT02957,2023-02-11,Paris to Rome,Sunshine Air,Airbus A380,392,17,81.6,Fog,First,Refundable,Regional,0,2,8.098921356532344,5.543446546091903,Saturday,0,0,Yes,1438.78
FLT02958,2023-09-11,San Francisco to Tokyo,Global Wings,Boeing 737,254,16,179.4,Fog,Economy,Refundable,Domestic,0,4,7.490926447197253,5.358311139842424,Monday,0,46,No,1293.76
FLT02959,2022-12-02,Mumbai to Dubai,Sunshine Air,Boeing 737,555,17,225.0,Snow,Economy,Refundable,Regional,0,3,8.680910266243638,5.330316457910262,Friday,1,0,Yes,1790.13
FLT02960,2024-03-25,Berlin to Madrid,SkyTrack Airways,Boeing 737,68,0,120.0,Rain,Economy,Non-refundable,International,0,0,9.977269799521268,8.104679558629217,Monday,0,0,Yes,569.93
FLT02961,2022-04-27,San Francisco to Tokyo,BlueJet Airlines,Boeing 737,887,18,97.2,Fog,First,Refundable,Domestic,0,4,9.20870182655805,8.521802061319836,Wednesday,0,3,Yes,2904.34
FLT02962,2022-05-04,Singapore to Bangkok,Global Wings,Boeing 777,393,21,47.4,Fog,First,Refundable,International,0,3,6.007672292773131,5.544194550556888,Wednesday,0,55,No,1466.83
FLT02963,2023-02-03,Mexico City to Lima,BlueJet Airlines,Boeing 787,392,7,106.2,Snow,Economy,Refundable,Regional,0,0,8.638136984619537,,Friday,0,25,No,1357.71
FLT02964,2024-03-03,Mexico City to Lima,BlueJet Airlines,Airbus A320,386,2,76.2,Fog,Economy,Refundable,Domestic,0,2,8.812695245235275,6.114312822325681,Sunday,0,33,No,1323.63
FLT02965,2024-03-14,Mumbai to Dubai,Global Wings,Airbus A380,74,4,62.4,Rain,Economy,Non-refundable,Regional,0,2,9.32689221665316,6.461995928792577,Thursday,0,18,No,742.39
FLT02966,2023-12-16,Mexico City to Lima,Sunshine Air,Boeing 787,898,22,212.4,Rain,Economy,Refundable,Regional,0,0,7.692018308707203,4.8321802207381035,Saturday,1,29,No,2778.52
FLT02967,2022-02-20,Mexico City to Lima,BlueJet Airlines,Airbus A320,673,7,49.8,Rain,Economy,Refundable,Regional,0,4,7.680876704317549,4.848743740410444,Sunday,0,13,Yes,2240.7
FLT02968,2024-02-22,New York to London,BlueJet Airlines,Boeing 777,285,18,92.39999999999999,Rain,First,Refundable,Domestic,0,0,9.417974378169715,5.871653433218626,Thursday,0,5,Yes,1126.36
FLT02969,2022-11-20,Berlin to Madrid,BlueJet Airlines,Airbus A380,484,17,132.6,Rain,Economy,Refundable,International,0,0,9.332846228075617,8.131324020376665,Sunday,0,0,Yes,1591.25
FLT02970,2024-02-28,Mexico City to Lima,Global Wings,Boeing 777,849,17,42.6,Rain,First,Non-refundable,Domestic,0,2,8.408127349897478,7.543458141797862,Wednesday,0,10,Yes,2676.39
FLT02971,2022-05-21,Mexico City to Lima,Sunshine Air,Boeing 777,467,20,201.6,Clear,Business,Refundable,Regional,1,2,5.513648353245457,3.5240194295374385,Saturday,0,92,No,1562.92
FLT02972,2023-04-15,Chicago to Los Angeles,SkyTrack Airways,Boeing 777,172,0,92.39999999999999,Clear,First,Refundable,Domestic,0,2,8.215284017204302,6.386144182517685,Saturday,0,37,No,913.51
FLT02973,2024-02-26,Paris to Rome,Sunshine Air,Airbus A380,487,14,118.8,Snow,Business,Refundable,Regional,0,3,7.197002699298623,6.465288909540384,Monday,0,0,Yes,1628.98
FLT02974,2024-03-12,Mexico City to Lima,Global Wings,Airbus A320,60,17,192.6,Rain,Economy,Non-refundable,Domestic,0,3,7.301100414070501,4.754576079711256,Tuesday,0,0,Yes,814.81
FLT02975,2022-11-30,San Francisco to Tokyo,BlueJet Airlines,Boeing 737,325,6,195.0,Fog,Business,Non-refundable,Regional,0,1,7.6534207167756945,5.899771073796298,Wednesday,0,17,No,1404.74
FLT02976,2024-06-11,Singapore to Bangkok,SkyTrack Airways,Boeing 787,550,15,208.79999999999998,Rain,Economy,Refundable,Regional,1,3,8.113526490604187,7.812704983143753,Tuesday,0,0,Yes,2138.49
FLT02977,2024-08-21,Chicago to Los Angeles,Sunshine Air,Boeing 787,267,15,132.6,Clear,Economy,Non-refundable,Regional,0,4,7.445922116670841,5.211994929241978,Wednesday,0,47,No,1231.37
FLT02978,2023-01-08,Mexico City to Lima,Global Wings,Boeing 777,681,14,57.599999999999994,Fog,First,Refundable,International,0,4,8.017428877656247,6.348910751199212,Sunday,0,0,Yes,2233.82
FLT02979,2023-07-18,San Francisco to Tokyo,BlueJet Airlines,Boeing 737,771,5,97.8,Clear,First,Refundable,International,0,2,6.901364466303558,8.254211428746565,Tuesday,0,10,Yes,2495.48
FLT02980,2023-05-09,Toronto to Vancouver,BlueJet Airlines,Boeing 787,428,8,194.4,Snow,Business,Refundable,Domestic,1,0,7.472247053277201,8.25400640115468,Tuesday,0,0,Yes,1412.68
FLT02981,2023-06-23,New York to London,Global Wings,Airbus A320,365,6,211.79999999999998,Clear,First,Non-refundable,International,1,2,6.685335897496103,8.65687017448066,Friday,0,33,No,1234.22
FLT02982,2023-10-31,Singapore to Bangkok,Global Wings,Airbus A320,71,13,153.6,Fog,Business,Non-refundable,International,0,0,8.293550795697879,7.164033411043066,Tuesday,0,0,Yes,748.64
FLT02983,2024-01-21,Berlin to Madrid,SkyTrack Airways,Airbus A380,404,10,174.6,Clear,Business,Non-refundable,Regional,0,2,6.816386781544994,7.769795832560337,Sunday,0,41,No,1451.91
FLT02984,2022-06-05,Toronto to Vancouver,SkyTrack Airways,Boeing 777,524,20,210.0,Rain,Economy,Refundable,Domestic,1,2,7.880635878684901,7.211418252823354,Sunday,0,0,Yes,1809.95
FLT02985,2022-10-18,Beijing to Sydney,Sunshine Air,Boeing 737,759,15,147.0,Clear,Economy,Non-refundable,Regional,1,4,7.354702390094179,4.411772638732087,Tuesday,0,53,No,2234.61
FLT02986,2023-10-10,Chicago to Los Angeles,Sunshine Air,Boeing 787,725,5,127.8,Rain,Business,Refundable,International,0,0,7.106685579431584,7.854051921630218,Tuesday,0,30,No,2260.64
FLT02987,2022-05-24,Chicago to Los Angeles,Sunshine Air,Airbus A320,553,21,135.0,Snow,Economy,Non-refundable,Regional,0,1,7.377787313158177,5.604280054073422,Tuesday,0,18,No,1846.36
FLT02988,2022-04-16,New York to London,Sunshine Air,Boeing 737,427,15,235.2,Clear,First,Non-refundable,Regional,0,1,9.499432532159705,9.121647854535672,Saturday,0,0,Yes,1659.99
FLT02989,2023-02-24,Chicago to Los Angeles,SkyTrack Airways,Airbus A320,479,19,192.0,Clear,Economy,Non-refundable,Regional,0,2,8.444260604181949,5.268792179837266,Friday,0,10,Yes,1710.8
FLT02990,2023-11-01,San Francisco to Tokyo,BlueJet Airlines,Airbus A320,850,15,95.39999999999999,Rain,Economy,Refundable,Regional,0,2,8.75027835473999,4.621027483127261,Wednesday,0,41,No,2486.99
FLT02991,2023-10-20,New York to London,Sunshine Air,Boeing 737,230,11,132.6,Snow,First,Refundable,Domestic,0,4,8.54357774565763,7.3735171839652836,Friday,0,0,Yes,1022.94
FLT02992,2022-01-02,Mumbai to Dubai,SkyTrack Airways,Boeing 787,193,16,150.6,Snow,First,Non-refundable,International,1,0,9.407792697269965,7.858912173173574,Sunday,0,16,No,1093.43
FLT02993,2024-08-02,Singapore to Bangkok,SkyTrack Airways,Boeing 777,486,4,130.2,Snow,Economy,Non-refundable,Domestic,0,2,7.564226214479004,4.66653728010697,Friday,0,10,Yes,1669.86
FLT02994,2023-08-12,Mexico City to Lima,Global Wings,Airbus A320,84,12,90.6,Fog,Economy,Refundable,Domestic,1,1,8.350010100341603,8.5261739605442,Saturday,0,25,No,800.05
FLT02995,2023-10-06,Toronto to Vancouver,BlueJet Airlines,Airbus A380,589,7,81.0,Rain,Economy,Non-refundable,International,0,0,8.509695321561637,9.61077690396943,Friday,0,0,Yes,1917.81
FLT02996,2022-03-31,Beijing to Sydney,Global Wings,Airbus A380,249,23,114.6,Fog,Economy,Non-refundable,Regional,1,2,8.496072780049579,,Thursday,0,63,No,1155.99
FLT02997,2022-12-11,Mumbai to Dubai,SkyTrack Airways,Boeing 737,200,4,231.6,Fog,Business,Non-refundable,Domestic,0,0,7.295438733571994,7.955753855989268,Sunday,1,48,No,1005.87
FLT02998,2022-12-16,Paris to Rome,SkyTrack Airways,Airbus A380,614,11,157.2,Clear,First,Refundable,Domestic,0,4,9.564471439799703,8.933261773873765,Friday,1,0,Yes,2024.17
FLT02999,2023-04-04,San Francisco to Tokyo,SkyTrack Airways,Boeing 777,855,8,60.0,Fog,Economy,Non-refundable,Domestic,0,1,8.691712151817592,7.573873759099129,Tuesday,0,0,Yes,2506.31
FLT03000,2022-09-20,Beijing to Sydney,Global Wings,Airbus A380,717,2,96.6,Fog,Business,Refundable,Regional,0,0,7.885628855581492,7.977296549583402,Tuesday,0,62,No,2131.15
FLT03001,2022-12-17,Toronto to Vancouver,BlueJet Airlines,Airbus A380,374,2,192.0,Snow,Economy,Non-refundable,Domestic,1,1,9.240679279358668,6.096273748601738,Saturday,1,21,No,1459.33
FLT03002,2022-04-18,Berlin to Madrid,Global Wings,Boeing 777,503,0,68.39999999999999,Snow,Economy,Refundable,Domestic,0,2,9.990719244114386,7.502362179435931,Monday,0,0,Yes,1761.21
FLT03003,2023-08-09,Berlin to Madrid,BlueJet Airlines,Boeing 737,378,21,235.79999999999998,Fog,First,Refundable,Domestic,0,3,9.093418675943159,4.612360664817564,Wednesday,0,5,Yes,1391.71
FLT03004,2022-02-08,San Francisco to Tokyo,Sunshine Air,Boeing 777,500,17,139.2,Snow,Business,Refundable,International,0,0,7.723565858753348,9.078191111384058,Tuesday,0,11,Yes,1662.54
FLT03005,2024-06-27,New York to London,Sunshine Air,Airbus A320,151,23,228.6,Rain,Business,Refundable,Regional,1,1,7.117035979876329,8.349015723647838,Thursday,0,39,No,1011.35
FLT03006,2022-06-08,Toronto to Vancouver,Global Wings,Boeing 777,238,11,35.4,Fog,First,Non-refundable,International,0,0,6.967311474675893,6.405877182369959,Wednesday,0,48,No,1194.04
FLT03007,2023-08-06,Chicago to Los Angeles,SkyTrack Airways,Boeing 737,115,8,169.79999999999998,Fog,First,Refundable,Regional,0,2,6.833724960898495,7.428108412719982,Sunday,0,23,No,862.11
FLT03008,2024-08-16,Mumbai to Dubai,BlueJet Airlines,Airbus A380,214,8,208.2,Clear,Business,Non-refundable,Regional,0,2,6.880796675786608,8.325138845295127,Friday,0,14,Yes,1196.22
FLT03009,2022-11-08,Mexico City to Lima,BlueJet Airlines,Boeing 777,731,17,175.79999999999998,Fog,Business,Non-refundable,Domestic,0,1,8.642528628971093,9.251374155878585,Tuesday,0,5,Yes,2217.63
FLT03010,2022-08-29,New York to London,BlueJet Airlines,Airbus A320,170,17,189.6,Clear,Economy,Refundable,International,1,4,8.191765581665077,1.9659909549163386,Monday,0,62,No,952.56
FLT03011,2024-07-26,San Francisco to Tokyo,BlueJet Airlines,Boeing 787,196,6,100.2,Snow,Economy,Non-refundable,International,0,0,6.9684036194460806,8.904105399331154,Friday,0,7,Yes,851.03
FLT03012,2023-03-21,Mumbai to Dubai,Sunshine Air,Boeing 737,291,3,115.8,Rain,Economy,Non-refundable,International,0,0,7.999902889265521,5.204550092963834,Tuesday,0,35,No,1187.25
FLT03013,2022-10-25,Singapore to Bangkok,BlueJet Airlines,Airbus A320,527,12,150.0,Fog,Economy,Non-refundable,International,0,2,8.115283363668487,7.636534481688717,Tuesday,0,0,Yes,1786.49
FLT03014,2024-08-09,Paris to Rome,Sunshine Air,Boeing 777,791,16,172.79999999999998,Clear,Economy,Refundable,Regional,0,0,9.677455607672856,6.625820767462777,Friday,0,0,Yes,2409.54
FLT03015,2022-02-05,Toronto to Vancouver,SkyTrack Airways,Boeing 787,540,23,229.79999999999998,Rain,Economy,Refundable,International,0,1,6.936160786642659,3.948315019819552,Saturday,0,25,No,1846.01
FLT03016,2022-03-25,New York to London,SkyTrack Airways,Airbus A380,127,1,177.0,Fog,Business,Non-refundable,International,0,3,8.530296015028638,4.782686882588871,Friday,0,8,Yes,1032.59
FLT03017,2023-03-28,Paris to Rome,Global Wings,Airbus A320,873,13,237.0,Rain,Business,Refundable,Regional,0,2,9.912762120984377,6.54335887913542,Tuesday,0,0,Yes,2708.65
FLT03018,2024-06-04,Berlin to Madrid,SkyTrack Airways,Boeing 777,308,2,34.199999999999996,Fog,First,Refundable,International,0,3,7.835098899395187,7.872809766971879,Tuesday,0,10,Yes,1368.0
FLT03019,2024-02-14,Beijing to Sydney,Sunshine Air,Boeing 777,382,4,120.6,Clear,First,Refundable,Regional,0,0,7.345330733880517,3.370184803228455,Wednesday,0,94,No,1465.33
FLT03020,2024-04-01,New York to London,Global Wings,Boeing 737,577,13,156.0,Clear,Business,Refundable,Regional,0,4,9.287353465120257,6.964670624500799,Monday,0,18,No,1775.02
FLT03021,2023-01-20,Mexico City to Lima,SkyTrack Airways,Airbus A320,851,2,124.19999999999999,Fog,Economy,Refundable,Regional,0,1,7.3386316874151865,9.118088793145386,Friday,0,11,Yes,2564.43
FLT03022,2022-06-21,San Francisco to Tokyo,Sunshine Air,Airbus A380,491,22,64.2,Fog,Economy,Refundable,Regional,1,0,9.757581540786012,9.07462154922896,Tuesday,0,11,Yes,1673.99
FLT03023,2023-01-11,Toronto to Vancouver,SkyTrack Airways,Airbus A320,546,6,81.0,Fog,Business,Refundable,Regional,1,1,8.32815999511709,6.035349266811074,Wednesday,0,55,No,1860.75
FLT03024,2023-11-16,San Francisco to Tokyo,Sunshine Air,Airbus A320,665,17,62.4,Clear,Business,Refundable,Regional,0,0,7.112692774337619,7.840801054229732,Thursday,0,15,Yes,2222.95
FLT03025,2022-12-28,San Francisco to Tokyo,Global Wings,Airbus A320,488,12,150.0,Fog,Business,Refundable,Regional,0,0,7.392654101544513,4.630802541513372,Wednesday,1,27,No,1806.15
FLT03026,2023-07-13,Chicago to Los Angeles,Global Wings,Boeing 737,328,22,102.6,Snow,First,Non-refundable,Domestic,0,0,8.054910115072031,5.67970252261032,Thursday,0,41,No,1354.88
FLT03027,2024-06-09,San Francisco to Tokyo,Global Wings,Airbus A320,768,21,94.2,Rain,Economy,Non-refundable,International,1,2,8.474753287813177,7.02827399063356,Sunday,0,59,No,2526.05
FLT03028,2022-05-21,Berlin to Madrid,BlueJet Airlines,Boeing 737,596,9,211.79999999999998,Rain,Economy,Non-refundable,International,1,3,7.584506567776832,4.108647013675929,Saturday,0,0,Yes,1924.75
FLT03029,2024-06-05,Singapore to Bangkok,BlueJet Airlines,Airbus A380,207,12,108.6,Clear,Economy,Non-refundable,International,0,4,9.193616747636485,,Wednesday,0,0,Yes,1073.65
FLT03030,2024-07-06,Singapore to Bangkok,BlueJet Airlines,Airbus A380,177,15,148.2,Fog,Business,Non-refundable,International,0,3,7.811944039654063,4.566263040640837,Saturday,0,0,Yes,992.55
FLT03031,2022-04-28,Chicago to Los Angeles,BlueJet Airlines,Boeing 777,426,8,57.599999999999994,Snow,Economy,Non-refundable,Domestic,0,3,8.636249351882995,2.8653706497941718,Thursday,0,39,No,1655.1
FLT03032,2022-10-04,Chicago to Los Angeles,Global Wings,Boeing 777,125,1,166.2,Fog,Economy,Non-refundable,International,0,1,8.1903260818251,3.9434162209512786,Tuesday,0,43,No,739.2
FLT03033,2023-12-27,Chicago to Los Angeles,Global Wings,Boeing 737,872,22,176.4,Fog,First,Non-refundable,International,1,2,8.068727104005822,8.663593291442648,Wednesday,1,25,No,2864.13
FLT03034,2022-08-08,New York to London,Global Wings,Boeing 737,429,4,151.2,Clear,Business,Refundable,Domestic,0,2,7.969597887227,5.257599543378564,Monday,0,49,No,1493.72
FLT03035,2024-06-23,Paris to Rome,Global Wings,Boeing 787,234,21,186.0,Clear,Business,Non-refundable,Domestic,1,0,8.769335736601452,5.292649817816878,Sunday,0,43,No,1038.64
FLT03036,2022-01-26,Toronto to Vancouver,Sunshine Air,Airbus A380,890,16,136.2,Fog,Economy,Non-refundable,International,0,3,8.139277579539451,6.9006757649932915,Wednesday,0,1,Yes,2799.6
FLT03037,2023-06-05,San Francisco to Tokyo,BlueJet Airlines,Boeing 787,647,22,43.8,Snow,First,Non-refundable,Regional,0,4,9.307750540468087,8.703441831628886,Monday,0,0,Yes,1960.51
FLT03038,2024-02-22,Mumbai to Dubai,SkyTrack Airways,Airbus A320,554,21,134.4,Clear,First,Refundable,International,0,1,7.356716304626489,8.16225737123736,Thursday,0,6,Yes,1791.62
FLT03039,2022-01-10,Beijing to Sydney,BlueJet Airlines,Boeing 777,173,3,193.79999999999998,Clear,Economy,Non-refundable,Domestic,0,2,8.383556696325703,3.2935000286026925,Monday,0,36,No,941.15
FLT03040,2024-09-10,Chicago to Los Angeles,BlueJet Airlines,Airbus A380,170,16,233.39999999999998,Clear,Economy,Refundable,Regional,1,0,8.571972087415132,4.640419697554366,Tuesday,0,34,No,742.67
FLT03041,2023-01-13,Berlin to Madrid,SkyTrack Airways,Boeing 787,820,8,186.0,Rain,Business,Refundable,International,0,4,8.328993090263365,7.479361799378804,Friday,0,0,Yes,2470.3
FLT03042,2023-09-25,Berlin to Madrid,BlueJet Airlines,Airbus A380,498,19,201.0,Fog,First,Refundable,International,0,3,9.380866315898732,7.630418261872174,Monday,0,0,Yes,1753.8
FLT03043,2023-09-29,San Francisco to Tokyo,Sunshine Air,Boeing 787,774,1,30.0,Clear,Economy,Non-refundable,Domestic,0,4,7.871310097633631,6.279953362289674,Friday,0,40,No,2352.74
FLT03044,2023-11-13,New York to London,Sunshine Air,Boeing 787,206,23,81.0,Fog,Business,Refundable,Domestic,0,2,8.988823193008397,5.869584088573273,Monday,0,41,No,1193.2
FLT03045,2023-08-07,San Francisco to Tokyo,Global Wings,Airbus A320,94,17,232.2,Clear,Business,Refundable,Domestic,0,1,6.737399307884094,4.311977016215267,Monday,0,30,No,807.52
FLT03046,2022-06-01,Chicago to Los Angeles,SkyTrack Airways,Boeing 737,368,20,70.8,Clear,Economy,Non-refundable,International,1,3,6.452464278795546,4.451767583326585,Wednesday,0,47,No,1465.11
FLT03047,2023-12-21,New York to London,Sunshine Air,Airbus A380,597,21,48.0,Rain,Business,Non-refundable,Domestic,0,1,9.007282326133666,7.423286776290421,Thursday,1,26,No,2006.53
FLT03048,2022-02-18,Toronto to Vancouver,Global Wings,Boeing 777,809,10,148.2,Rain,Business,Non-refundable,Domestic,0,4,9.527083823699057,5.424426754686316,Friday,0,0,Yes,2599.18
FLT03049,2022-06-03,Mumbai to Dubai,BlueJet Airlines,Boeing 787,73,12,84.0,Clear,Business,Non-refundable,Domestic,1,4,8.213674253624777,8.664623650367831,Friday,0,10,Yes,688.28
FLT03050,2024-05-08,Mumbai to Dubai,Sunshine Air,Airbus A320,433,7,238.79999999999998,Snow,Business,Refundable,Domestic,0,0,9.551886629616693,6.960226401702059,Wednesday,0,17,No,1483.38
FLT03051,2022-10-20,Beijing to Sydney,Global Wings,Boeing 777,616,0,39.0,Snow,Economy,Refundable,Regional,0,3,8.99816795588011,6.164513965571084,Thursday,0,2,Yes,2074.18
FLT03052,2023-08-03,Berlin to Madrid,BlueJet Airlines,Airbus A320,487,16,215.4,Rain,Business,Refundable,Regional,0,4,9.908559740286186,4.560293496451731,Thursday,0,2,Yes,1645.94
FLT03053,2022-02-19,New York to London,Sunshine Air,Airbus A320,787,11,195.0,Rain,Economy,Refundable,International,0,2,8.257186185603954,4.194024354844292,Saturday,0,17,No,2510.33
FLT03054,2023-10-26,Paris to Rome,Sunshine Air,Boeing 737,292,3,232.2,Fog,Business,Refundable,Regional,1,2,7.604840032744047,8.226527692816255,Thursday,0,0,Yes,1259.54
FLT03055,2023-06-15,San Francisco to Tokyo,BlueJet Airlines,Airbus A320,764,20,126.6,Clear,Business,Non-refundable,Regional,0,1,8.333179381087392,7.943063734578411,Thursday,0,0,Yes,2346.87
FLT03056,2023-09-04,Toronto to Vancouver,BlueJet Airlines,Boeing 777,622,12,144.6,Fog,Economy,Refundable,Domestic,0,2,9.481460525841042,3.2550276203647543,Monday,0,23,No,2260.85
FLT03057,2022-03-01,Mumbai to Dubai,SkyTrack Airways,Airbus A380,785,8,120.0,Clear,Economy,Non-refundable,International,0,4,6.971241859088223,2.523907673988711,Tuesday,0,57,No,2589.96
FLT03058,2022-06-16,Beijing to Sydney,Global Wings,Airbus A380,722,6,97.2,Rain,First,Non-refundable,Domestic,0,2,9.8710492994045,8.217897865064572,Thursday,0,0,Yes,2299.51
FLT03059,2022-07-21,Chicago to Los Angeles,Global Wings,Boeing 777,499,22,193.2,Snow,Business,Non-refundable,International,0,3,8.911064043022948,7.261246728662248,Thursday,0,24,No,1798.24
FLT03060,2024-05-06,Beijing to Sydney,Global Wings,Airbus A320,561,23,135.0,Fog,First,Non-refundable,Regional,0,1,8.326318983378993,7.061843265199221,Monday,0,0,Yes,1935.91
FLT03061,2022-05-26,Chicago to Los Angeles,SkyTrack Airways,Airbus A380,334,4,118.8,Rain,Economy,Non-refundable,Domestic,1,3,7.825613095872751,5.903848513110936,Thursday,0,40,No,1280.9
FLT03062,2024-07-03,Chicago to Los Angeles,BlueJet Airlines,Boeing 787,135,4,136.2,Fog,Business,Refundable,Regional,0,4,8.202317231846887,3.792956317420898,Wednesday,0,31,No,894.62
FLT03063,2023-11-07,New York to London,SkyTrack Airways,Boeing 777,498,16,163.2,Clear,Business,Refundable,International,0,4,7.9772982541909165,5.251899473146181,Tuesday,0,51,No,1725.33
FLT03064,2024-08-27,Singapore to Bangkok,Global Wings,Boeing 777,791,8,184.79999999999998,Rain,Business,Refundable,Domestic,0,2,7.230097649845359,7.9897399933123125,Tuesday,0,0,Yes,2337.14
FLT03065,2024-09-19,Berlin to Madrid,BlueJet Airlines,Airbus A380,758,5,193.2,Rain,First,Non-refundable,Regional,0,0,9.38076415724864,5.9511173275979505,Thursday,0,21,No,2343.86
FLT03066,2023-03-15,New York to London,BlueJet Airlines,Airbus A380,348,18,142.79999999999998,Clear,Economy,Non-refundable,Regional,0,0,6.910999139301997,5.192115586551692,Wednesday,0,94,No,1319.46
FLT03067,2022-08-30,Mumbai to Dubai,Sunshine Air,Boeing 787,599,15,213.0,Fog,First,Non-refundable,Domestic,0,4,9.27344765881146,4.801169241735181,Tuesday,0,26,No,1804.03
FLT03068,2023-08-04,Paris to Rome,BlueJet Airlines,Boeing 737,751,20,83.39999999999999,Clear,Business,Refundable,Regional,0,4,8.075695413865095,2.99630799129647,Friday,0,41,No,2511.0
FLT03069,2023-11-18,Mexico City to Lima,Sunshine Air,Boeing 737,312,1,235.2,Clear,Business,Refundable,International,0,1,7.053046467029253,5.435139497202204,Saturday,0,62,No,1227.42
FLT03070,2023-07-15,Paris to Rome,SkyTrack Airways,Boeing 737,185,9,186.6,Snow,First,Non-refundable,Regional,0,4,8.700784034608997,6.261483419543606,Saturday,0,0,Yes,924.75
FLT03071,2023-04-28,Paris to Rome,BlueJet Airlines,Boeing 737,236,15,123.0,Fog,Economy,Refundable,International,0,4,9.488509822120855,6.869374055309985,Friday,0,0,Yes,1315.09
